epoch,r,l,invalid
1.0,0.09001316658046679,6.0,0.0
1.0,0.039982600743207114,9.0,0.0
1.0,0.012865252201490365,16.0,0.0
1.0,0.2879426456629008,16.0,0.0
1.0,0.34982318708342725,10.0,0.0
1.0,0.3216282985788462,15.0,0.0
1.0,0.4241214298654101,18.0,0.0
1.0,0.1663552411436428,13.0,0.0
1.0,0.4243815900078557,16.0,0.0
1.0,0.40365412831698666,16.0,0.0
1.0,0.022027641750316695,14.0,0.0
1.0,0.5250774291239189,14.0,0.0
1.0,0.41808980823244507,18.0,0.0
1.0,0.40726680624852823,14.0,0.0
1.0,0.419739366269537,9.0,0.0
1.0,0.4041010405922558,5.0,0.0
1.0,0.4117064759072015,9.0,0.0
1.0,0.48447026525250353,10.0,0.0
1.0,0.4201450933924228,14.0,0.0
1.0,0.0032799564027174307,12.0,0.0
1.0,0.25231774021652237,15.0,0.0
1.0,0.500240372640844,8.0,0.0
1.0,0.44100605980413027,15.0,0.0
1.0,0.07230573962583256,8.0,0.0
1.0,0.033292761953941714,10.0,0.0
1.0,0.11636054557601916,16.0,0.0
1.0,0.41508574269300774,9.0,0.0
1.0,0.4184639201425945,8.0,0.0
1.0,0.0949682760420381,16.0,0.0
1.0,0.4447570134854729,9.0,0.0
1.0,0.4177670519975411,19.0,0.0
1.0,0.43097485363914256,9.0,0.0
1.0,0.4048458486415452,17.0,0.0
1.0,0.41541451396922663,16.0,0.0
1.0,0.4903921658326826,11.0,0.0
1.0,0.4314006680471611,11.0,0.0
1.0,0.2508956509648064,15.0,0.0
1.0,0.41537592346530866,10.0,0.0
1.0,0.47186884229848486,15.0,0.0
1.0,0.42072420524569415,18.0,0.0
1.0,0.45436798069866446,18.0,0.0
1.0,0.032866531343105417,13.0,0.0
1.0,0.12086419480791605,6.0,0.0
1.0,0.4082445455062914,18.0,0.0
1.0,0.46493535616992865,18.0,0.0
1.0,0.026618917664990624,9.0,0.0
1.0,0.480883974935532,7.0,0.0
1.0,0.06959427734300336,9.0,0.0
1.0,0.4818721684390928,17.0,0.0
1.0,0.5365171303431728,13.0,0.0
1.0,0.25498858970133687,18.0,0.0
1.0,0.18642571669984181,19.0,0.0
1.0,0.08594826599574854,12.0,0.0
1.0,0.002448097651749324,15.0,0.0
1.0,0.5322863681944822,6.0,0.0
1.0,0.25067298812386396,16.0,0.0
1.0,0.41508282876281866,12.0,0.0
1.0,0.018088562452862077,12.0,0.0
1.0,0.2625943245817516,9.0,0.0
1.0,0.49999999999999867,7.0,0.0
1.0,0.418093873185509,9.0,0.0
1.0,0.2133773458373381,10.0,0.0
1.0,0.42497572071105477,10.0,0.0
1.0,0.49996858550052364,11.0,0.0
1.0,0.11566682353781783,21.0,0.0
1.0,0.3973812381877331,12.0,0.0
1.0,0.47008396709451933,8.0,0.0
1.0,0.4150823644274175,13.0,0.0
1.0,0.42201103500876497,10.0,0.0
1.0,0.24201003134159677,14.0,0.0
1.0,0.5257845745749441,20.0,0.0
1.0,0.0006302268496815482,21.0,0.0
1.0,0.06515371395879717,11.0,0.0
1.0,0.028680115108845522,11.0,0.0
1.0,0.17621623514065518,9.0,0.0
1.0,0.5007347649788034,13.0,0.0
1.0,0.06547633397741062,7.0,0.0
1.0,0.4413913273419835,11.0,0.0
1.0,0.4309861131219163,7.0,0.0
1.0,0.3494680150083725,14.0,0.0
1.0,0.41504226525827786,9.0,0.0
1.0,0.027498542259008017,19.0,0.0
1.0,0.5083010111502083,11.0,0.0
1.0,0.11639860669637385,17.0,0.0
1.0,0.41508151376088825,16.0,0.0
1.0,0.00032829800706032333,11.0,0.0
1.0,0.0010396465604132928,20.0,0.0
1.0,0.41648731898374547,10.0,0.0
1.0,0.28584096334162806,20.0,0.0
1.0,0.480883974935532,7.0,0.0
1.0,0.41509074401740037,16.0,0.0
1.0,0.41531425495220764,12.0,0.0
1.0,0.5121856632208596,14.0,0.0
1.0,0.49231068854613697,12.0,0.0
1.0,0.16638696701563416,16.0,0.0
1.0,0.3890761149405649,7.0,0.0
1.0,0.10356238441543998,17.0,0.0
1.0,0.4204594098434955,7.0,0.0
1.0,0.32672352677056876,13.0,0.0
1.0,0.4161342585693172,16.0,0.0
1.0,0.017328871249944852,9.0,0.0
1.0,0.28398222394755895,22.0,0.0
1.0,0.21948902614694477,9.0,0.0
1.0,0.4953256850631456,10.0,0.0
1.0,0.10122360055190915,18.0,0.0
1.0,0.2703203031788807,18.0,0.0
1.0,0.2654046883786428,15.0,0.0
1.0,0.4366344250809394,15.0,0.0
1.0,0.41508284715343535,19.0,0.0
1.0,0.33350050491060584,13.0,0.0
1.0,0.0243095489222444,17.0,0.0
1.0,0.43363767803123543,8.0,0.0
1.0,0.4146333849381944,10.0,0.0
1.0,0.026234589638710983,15.0,0.0
1.0,0.4541984839629042,9.0,0.0
1.0,0.4246808218149535,4.0,0.0
1.0,0.005647823333869601,17.0,0.0
1.0,0.3320777050813394,12.0,0.0
1.0,0.0018897651633731534,10.0,0.0
1.0,0.3068854714209129,18.0,0.0
1.0,0.359523425530886,18.0,0.0
1.0,0.0889134672562886,8.0,0.0
1.0,0.35417731216211734,16.0,0.0
1.0,0.009159714935553322,10.0,0.0
1.0,0.41529498732280756,18.0,0.0
1.0,0.4651187392334349,14.0,0.0
1.0,0.4097017831052127,11.0,0.0
1.0,0.3527187059500652,13.0,0.0
1.0,0.4674305658791315,15.0,0.0
1.0,0.02031832676689561,17.0,0.0
1.0,0.4140428046233348,16.0,0.0
1.0,0.04927608614254932,16.0,0.0
1.0,0.00015018817458500394,17.0,0.0
1.0,0.29473687858207015,17.0,0.0
1.0,0.4563220518858451,14.0,0.0
1.0,0.42142706725194673,16.0,0.0
1.0,0.41275898029616803,18.0,0.0
1.0,0.1232117999151356,11.0,0.0
1.0,0.41877930116265977,8.0,0.0
1.0,0.4311571233853108,13.0,0.0
1.0,0.3844964646995023,13.0,0.0
1.0,0.27174674538695626,14.0,0.0
1.0,0.38896815385291267,7.0,0.0
1.0,0.42015439893888934,18.0,0.0
1.0,0.0015001969810855562,7.0,0.0
1.0,0.06547195002489635,9.0,0.0
1.0,0.2819198415620091,6.0,0.0
1.0,0.5233437007418491,10.0,0.0
1.0,0.4435205572425377,8.0,0.0
1.0,0.1428004205062954,10.0,0.0
1.0,0.40789798993249676,14.0,0.0
1.0,0.14929052724008202,15.0,0.0
1.0,0.046925158121970234,10.0,0.0
1.0,0.1471688447263759,17.0,0.0
1.0,0.3615310229165086,20.0,0.0
1.0,0.012563553694858046,11.0,0.0
1.0,0.04203607128296379,16.0,0.0
1.0,0.06827500192836758,13.0,0.0
1.0,0.5492268173416083,9.0,0.0
1.0,0.028641818147297514,10.0,0.0
1.0,0.42184386662898954,6.0,0.0
1.0,0.4103921661737797,9.0,0.0
1.0,0.14859353358663138,12.0,0.0
1.0,0.2337050631372024,18.0,0.0
1.0,0.11565233521523882,13.0,0.0
1.0,0.42122694772475955,7.0,0.0
1.0,0.41508480529497915,21.0,0.0
1.0,0.0007278083498469285,21.0,0.0
1.0,0.3630178335811562,9.0,0.0
1.0,0.5547421093728884,7.0,0.0
1.0,0.42634484565530534,16.0,0.0
1.0,0.0,20.0,1.0
1.0,0.3470571980812718,5.0,0.0
1.0,0.5546176078046633,7.0,0.0
1.0,0.4392669139633472,18.0,0.0
1.0,0.43573075568502606,11.0,0.0
1.0,0.45768475262132285,18.0,0.0
1.0,0.14998531946269772,15.0,0.0
1.0,0.032001574754377045,7.0,0.0
1.0,0.21267534560921467,7.0,0.0
1.0,0.005040912092026943,19.0,0.0
1.0,0.011299471237939401,8.0,0.0
1.0,0.06019268318751725,10.0,0.0
1.0,0.4044533097454507,12.0,0.0
1.0,0.4433152887332935,11.0,0.0
1.0,0.03329055362649599,19.0,0.0
1.0,0.0008682463454607614,12.0,0.0
1.0,0.42449222640349366,18.0,0.0
1.0,0.3360331047953924,17.0,0.0
1.0,0.021666255343968148,13.0,0.0
1.0,0.4260534679172738,6.0,0.0
1.0,0.3747050983735255,16.0,0.0
1.0,0.35381552157394686,8.0,0.0
1.0,0.029986055642093966,18.0,0.0
1.0,0.20769853333776972,16.0,0.0
1.0,0.14444049947435186,6.0,0.0
1.0,0.0019101783193536297,16.0,0.0
1.0,0.03141476425641795,17.0,0.0
1.0,0.023093054686762197,14.0,0.0
1.0,0.007720544360177654,17.0,0.0
1.0,0.20256118586728308,5.0,0.0
1.0,0.0,18.0,1.0
1.0,0.47032207324877934,10.0,0.0
1.0,0.37158049699684653,10.0,0.0
1.0,0.5078491428798617,18.0,0.0
1.0,0.3950042456685307,20.0,0.0
1.0,0.15664794520666298,19.0,0.0
1.0,0.46012827849644417,6.0,0.0
1.0,0.44785060396054005,7.0,0.0
1.0,0.30765109829255516,18.0,0.0
1.0,0.37412623975829495,8.0,0.0
1.0,0.03219126872431774,19.0,0.0
1.0,0.0003151352806204207,12.0,0.0
1.0,0.28379063455909415,11.0,0.0
1.0,0.5433359635727579,17.0,0.0
1.0,0.41736571324468436,13.0,0.0
1.0,0.41436870546618576,22.0,0.0
1.0,0.4999974738185231,11.0,0.0
1.0,0.415084772653838,9.0,0.0
1.0,0.09887079116916898,15.0,0.0
1.0,0.4208920175936272,12.0,0.0
1.0,0.01020546268624894,14.0,0.0
1.0,0.4159735861258491,16.0,0.0
1.0,0.41160285068501967,17.0,0.0
1.0,0.47198794904913616,10.0,0.0
1.0,0.04624403299736646,13.0,0.0
1.0,0.5103068044250763,8.0,0.0
1.0,0.5013441996800024,10.0,0.0
1.0,0.4117156492392589,16.0,0.0
1.0,0.4385893042235762,8.0,0.0
1.0,0.4156714488100953,15.0,0.0
1.0,0.46268519668750174,8.0,0.0
1.0,0.41541865029895986,19.0,0.0
1.0,0.06847745246028758,8.0,0.0
1.0,0.47514418645202594,17.0,0.0
1.0,0.34143313200639136,17.0,0.0
1.0,0.1761218118877887,23.0,0.0
1.0,0.35001609657948385,10.0,0.0
1.0,0.13917436828433744,10.0,0.0
1.0,0.4150829119577623,16.0,0.0
1.0,0.44229683561244226,17.0,0.0
1.0,0.4259856491639338,8.0,0.0
1.0,0.2931929479101637,7.0,0.0
1.0,0.2741448481264249,11.0,0.0
1.0,0.09058971750140213,11.0,0.0
1.0,0.3827358021700616,17.0,0.0
1.0,0.4148950153855439,18.0,0.0
1.0,0.4422768262251632,7.0,0.0
1.0,0.4829751590125177,7.0,0.0
1.0,0.02997846584447662,11.0,0.0
1.0,0.4202059058819277,12.0,0.0
1.0,0.13299737923492158,15.0,0.0
1.0,0.16626756556782762,15.0,0.0
1.0,0.43443119396837426,7.0,0.0
1.0,0.46731113118515355,15.0,0.0
1.0,0.3858926128650916,13.0,0.0
1.0,0.027878778976294486,17.0,0.0
1.0,0.162427960919233,15.0,0.0
1.0,0.07063190781291455,17.0,0.0
1.0,0.03337374608277462,14.0,0.0
1.0,0.07376288317091194,11.0,0.0
1.0,0.2514464703395423,11.0,0.0
1.0,0.07653171008639569,20.0,0.0
1.0,0.22599686109810785,18.0,0.0
1.0,0.3932218802334168,13.0,0.0
1.0,0.4202033360431437,22.0,0.0
1.0,0.17463512765155836,5.0,0.0
1.0,0.00033505415919390306,20.0,0.0
1.0,0.5021013652022805,10.0,0.0
1.0,0.30552459381215097,8.0,0.0
1.0,0.5163603243442417,12.0,0.0
1.0,0.4840946404530701,12.0,0.0
1.0,0.4538778044341032,16.0,0.0
1.0,0.4666578335010807,14.0,0.0
1.0,0.4599602127135313,10.0,0.0
1.0,0.4161400813236579,8.0,0.0
1.0,1.2902865244189223e-05,15.0,0.0
1.0,0.015358297896038169,16.0,0.0
1.0,0.42165423694098175,15.0,0.0
1.0,0.42301481055900086,16.0,0.0
1.0,0.38694796480041094,9.0,0.0
1.0,0.4125569179993615,20.0,0.0
1.0,0.4116613640336442,10.0,0.0
1.0,0.49213925639235806,16.0,0.0
1.0,0.008898631878487877,13.0,0.0
1.0,0.07978182269048356,16.0,0.0
1.0,0.22039227200286118,17.0,0.0
1.0,0.13167639883632035,16.0,0.0
1.0,0.022599337426987883,11.0,0.0
1.0,0.44691390059669334,19.0,0.0
1.0,0.40087101920316554,7.0,0.0
1.0,0.3948345257310329,15.0,0.0
1.0,0.4316687250666955,12.0,0.0
1.0,0.4227715900441433,10.0,0.0
1.0,0.03830095942350195,11.0,0.0
1.0,0.49645116417010254,15.0,0.0
1.0,0.17571544898821023,12.0,0.0
1.0,0.004318189040813841,17.0,0.0
1.0,0.14120674383728257,15.0,0.0
1.0,0.41524620821892927,14.0,0.0
1.0,0.4314702649063401,8.0,0.0
1.0,0.004342206241964039,18.0,0.0
1.0,0.23762752712060423,16.0,0.0
1.0,0.1924830297081966,13.0,0.0
1.0,0.3976956162999414,16.0,0.0
1.0,0.41508686226435404,20.0,0.0
1.0,0.14348193683773794,11.0,0.0
1.0,0.10802661565976125,15.0,0.0
1.0,0.06567176462422411,16.0,0.0
1.0,0.44999882355641063,8.0,0.0
1.0,0.35148861600461984,16.0,0.0
1.0,0.1097892994963175,11.0,0.0
1.0,0.2452368710662119,6.0,0.0
1.0,0.16761913678948598,18.0,0.0
1.0,0.00010152901715894147,13.0,0.0
1.0,0.3934503411644336,10.0,0.0
1.0,0.28279875032027735,9.0,0.0
1.0,0.46061170944981655,8.0,0.0
1.0,0.02494960099996815,10.0,0.0
1.0,0.37636523247838694,18.0,0.0
1.0,0.4150819712672281,16.0,0.0
1.0,0.4719817302256016,14.0,0.0
1.0,0.3960197949244956,10.0,0.0
1.0,0.49888114918419857,10.0,0.0
1.0,0.41508151376088825,16.0,0.0
1.0,0.4139752513607382,11.0,0.0
1.0,0.36135036718948765,8.0,0.0
1.0,0.41285054371837754,16.0,0.0
1.0,0.3211652728648597,12.0,0.0
1.0,0.4758613903726034,7.0,0.0
1.0,0.003137482508829498,16.0,0.0
1.0,0.5261289454803053,7.0,0.0
1.0,0.4133218616466589,18.0,0.0
1.0,0.4996703682442494,16.0,0.0
1.0,0.018578560042917514,17.0,0.0
1.0,0.3830032511413624,6.0,0.0
1.0,0.4393307720331935,8.0,0.0
1.0,0.3613404717817215,15.0,0.0
1.0,0.01249885938008226,11.0,0.0
1.0,0.33804887413384704,11.0,0.0
1.0,0.00275823076915002,10.0,0.0
1.0,0.010513552324555695,21.0,0.0
1.0,0.31273592474663464,17.0,0.0
1.0,0.1568433854388525,9.0,0.0
1.0,0.4145412778682661,9.0,0.0
1.0,0.12792322998448272,10.0,0.0
1.0,0.1024148664139771,17.0,0.0
1.0,0.4206741819195919,14.0,0.0
1.0,0.424027437229605,15.0,0.0
1.0,0.4141891563616148,5.0,0.0
1.0,0.1312164520269138,14.0,0.0
1.0,0.3025847273568605,17.0,0.0
1.0,0.262892857547918,12.0,0.0
1.0,0.011518026229232474,12.0,0.0
1.0,0.5001592785964775,18.0,0.0
1.0,0.17041399322491346,23.0,0.0
1.0,0.09836690992147941,15.0,0.0
1.0,0.4264294655567853,15.0,0.0
1.0,0.15969597950871678,14.0,0.0
1.0,0.42592332669779165,7.0,0.0
1.0,0.4191374232180147,17.0,0.0
1.0,0.42775302412543637,8.0,0.0
1.0,0.08770687218959693,15.0,0.0
1.0,0.2513879889526262,10.0,0.0
1.0,0.4274198299094034,16.0,0.0
1.0,0.0,21.0,1.0
1.0,0.37872044333286015,10.0,0.0
1.0,0.4431831676000803,15.0,0.0
1.0,0.34732415760616187,21.0,0.0
1.0,0.41459335782429185,14.0,0.0
1.0,0.016311372320925766,17.0,0.0
1.0,0.08673533982061522,7.0,0.0
1.0,0.06705554865585825,17.0,0.0
1.0,0.30598407113495824,20.0,0.0
1.0,0.41481249492744365,9.0,0.0
1.0,0.41972654207662746,8.0,0.0
1.0,0.10196151613323778,16.0,0.0
1.0,0.41508156241683075,18.0,0.0
1.0,0.16910088718646898,9.0,0.0
1.0,0.0151832573544186,9.0,0.0
1.0,0.3002527818179025,8.0,0.0
1.0,0.2179501488030409,20.0,0.0
1.0,0.005044799164735042,11.0,0.0
1.0,0.4388513840108573,11.0,0.0
1.0,0.07900090646113254,9.0,0.0
1.0,0.005564644674217895,11.0,0.0
1.0,0.03856686783137119,15.0,0.0
1.0,0.5477607576282186,16.0,0.0
1.0,0.5104748106651964,9.0,0.0
1.0,0.1519700341930918,15.0,0.0
1.0,0.26272971437448167,18.0,0.0
1.0,0.00010326341104564382,20.0,0.0
1.0,0.41376367998147945,13.0,0.0
1.0,4.2063808533181095e-05,17.0,0.0
1.0,0.4153466662831135,15.0,0.0
1.0,0.1327753665378628,15.0,0.0
1.0,0.0200275163884951,18.0,0.0
1.0,0.4398781079938784,13.0,0.0
1.0,0.09488546629702951,9.0,0.0
1.0,0.46012827849644417,14.0,0.0
1.0,0.4322182019436608,15.0,0.0
1.0,0.4542673551718833,14.0,0.0
1.0,0.40789504413971545,6.0,0.0
1.0,0.48616638948970897,13.0,0.0
1.0,0.415272825426582,16.0,0.0
1.0,0.0021862631623082015,17.0,0.0
1.0,0.35803233284947944,12.0,0.0
1.0,0.41511369522446695,16.0,0.0
1.0,0.5307721201451173,15.0,0.0
1.0,0.03456717212334004,19.0,0.0
1.0,0.5086952923914763,9.0,0.0
1.0,0.2116214154045526,15.0,0.0
1.0,0.37117649915282624,12.0,0.0
1.0,0.4371421911826257,10.0,0.0
1.0,0.02450766394230569,18.0,0.0
1.0,0.42468082186613426,8.0,0.0
1.0,0.13861549808438417,13.0,0.0
1.0,0.4465526302585697,8.0,0.0
1.0,0.41375679267747645,9.0,0.0
1.0,0.002522890012663599,14.0,0.0
1.0,0.020860597060234597,13.0,0.0
1.0,0.002683024570599702,17.0,0.0
1.0,0.06001901839202326,15.0,0.0
1.0,0.42694860891400116,18.0,0.0
1.0,0.4999885801202065,10.0,0.0
1.0,0.09524214460894605,18.0,0.0
1.0,0.4085134901863958,9.0,0.0
1.0,0.35090685392734766,10.0,0.0
1.0,0.06939470043512938,18.0,0.0
1.0,0.015411887497382067,13.0,0.0
1.0,0.2794743969658779,9.0,0.0
1.0,0.4227587388033464,16.0,0.0
1.0,0.41950070684166463,10.0,0.0
1.0,0.0258133734617877,9.0,0.0
1.0,0.2518402746470343,19.0,0.0
1.0,0.07997482377918264,10.0,0.0
1.0,0.4183334123972989,8.0,0.0
1.0,0.2619072741247968,24.0,0.0
1.0,0.08921391786130216,18.0,0.0
1.0,0.01603135902240423,19.0,0.0
